node_id,lat,lon,out_degree,in_degree
928,49.125,56.875,47,35
929,49.125,58.875,52,33
930,49.125,60.875,76,50
931,49.125,62.875,43,24
932,49.125,64.875,15,7
933,49.125,66.875,25,24
934,49.125,68.875,61,66
935,49.125,70.875,48,61
936,49.125,72.875,48,50
937,49.125,74.875,49,44
938,49.125,76.875,58,30
939,49.125,78.875,87,78
940,49.125,80.875,39,25
941,49.125,82.875,30,33
942,49.125,84.875,38,44
943,49.125,86.875,39,31
944,49.125,88.875,50,43
945,49.125,90.875,50,38
946,49.125,92.875,56,31
947,49.125,94.875,81,43
948,49.125,96.875,154,104
949,49.125,98.875,118,99
950,49.125,100.875,77,44
951,49.125,102.875,93,66
952,49.125,104.875,278,224
953,49.125,106.875,398,390
954,49.125,108.875,73,63
955,49.125,110.875,139,128
956,49.125,112.875,126,89
957,49.125,114.875,71,34
958,49.125,116.875,140,86
959,49.125,118.875,70,62
960,49.125,120.875,125,138
961,49.125,122.875,80,104
962,49.125,124.875,44,42
963,49.125,126.875,111,104
964,49.125,128.875,56,61
965,49.125,130.875,46,48
966,49.125,132.875,7,23
967,49.125,134.875,2,17
968,49.125,136.875,3,29
969,49.125,138.875,0,3
970,49.125,140.875,0,13
971,49.125,142.875,1,21
972,49.125,144.875,4,31
973,49.125,146.875,23,35
974,49.125,148.875,21,51
975,49.125,150.875,34,55
976,49.125,152.875,30,73
977,49.125,154.875,85,103
978,49.125,156.875,122,120
979,49.125,158.875,173,178
980,49.125,160.875,184,150
981,49.125,162.875,157,140
982,49.125,164.875,338,321
983,49.125,166.875,200,176
984,49.125,168.875,241,181
985,49.125,170.875,191,204
986,49.125,172.875,197,234
987,49.125,174.875,461,468
988,49.125,176.875,144,170
989,49.125,178.875,349,371
990,49.125,180.875,185,190
